,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,RenovationQualityRate
789,499211.8898,1704.06,3,2,820.04,32.74,8,23.24,15.83,93.86,4
1381,374382.3752,1059.86,1,3,702.92,23.53,9,95.11,15.28,95.77,5
376,204063.8821,1487.76,1,2,840.15,46.09,7,47.69,35.19,95.28,8
6395,485993.7025,1016.55,4,4,858.46,12.71,10,39.27,37.92,99.58,7
6240,500787.2489,1437.02,2,5,1230.93,7.73,7,33.29,22.41,98.62,9
3510,362917.3377,1676.03,2,5,663.92,35.43,8,76.0,20.49,93.3,7
2979,175701.0941,1128.16,2,2,931.8,26.82,8,14.14,15.49,96.98,5
6067,155738.7254,550.0,2,4,434.12,72.52,8,73.42,39.25,99.9,4
6861,357079.6137,978.99,3,4,659.92,10.14,10,29.76,15.14,99.9,8
6652,169669.0713,1153.38,1,1,843.0,6.17,3,2.35,40.3,84.45,1
430,545576.5566,980.09,3,3,849.4,27.13,9,51.49,40.97,91.91,8
3060,527307.9088,550.0,2,5,1021.67,23.11,6,19.74,31.25,90.16,5
3315,201340.6777,790.7,4,2,498.91,38.64,4,86.05,41.41,93.65,5
401,249095.1846,1102.15,1,3,154.99,56.57,5,50.98,0.96,93.07,2
6208,324782.6328,1124.14,2,3,676.66,61.77,5,12.43,17.74,86.87,2
1689,220514.6841,1293.6,2,2,1025.95,23.57,5,127.04,1.87,95.67,4
5056,110357.4044,917.22,1,2,824.55,43.24,3,9.91,20.32,95.64,4
2546,201849.2072,1100.88,1,3,388.99,37.59,7,0.52,24.68,92.86,4
6034,360053.6851,1002.14,1,4,230.87,0.78,7,96.0,29.1,95.35,8
3085,293775.3439,1128.8,1,3,319.12,25.33,4,72.41,52.07,93.3,4
5482,298680.9437,1042.03,1,3,445.34,1.43,10,22.71,34.04,93.68,5
1163,252379.5882,1269.27,2,3,249.34,32.19,7,57.33,28.73,92.11,7
4792,114055.9299,795.56,1,2,18.23,29.24,9,45.73,15.95,95.2,5
6777,756412.1505,930.64,3,4,159.55,25.61,6,15.21,15.19,93.1,7
6185,297161.0335,760.67,3,3,98.23,21.9,10,68.42,2.27,99.9,4
4651,159265.5551,1070.92,1,3,319.64,17.59,7,12.8,8.75,96.27,5
1137,480959.1294,1127.34,3,5,695.64,31.66,8,53.33,2.98,99.42,4
567,506388.8471,801.77,2,5,135.67,36.55,7,55.26,20.33,91.46,4
4998,104559.5556,550.0,1,2,631.84,71.08,6,119.62,44.1,96.17,2
4227,288276.8444,1863.33,1,3,857.09,4.57,9,3.76,5.98,88.68,8
5958,360685.8504,650.36,2,3,164.98,34.92,5,29.36,26.71,84.31,4
4608,251833.8761,1173.04,2,3,874.51,1.41,6,71.7,30.62,88.87,7
648,463689.7188,2163.35,4,4,929.43,15.63,10,51.36,5.76,92.41,8
555,397043.65,933.54,3,3,403.69,52.34,6,73.09,13.36,93.01,5
2920,121473.7397,587.41,1,2,526.89,34.83,7,25.71,1.7,85.73,7
6719,208841.2735,847.12,2,2,430.48,14.9,7,124.71,18.6,88.31,6
2605,211071.0095,550.0,4,2,551.59,11.88,8,6.17,22.57,84.03,5
2664,387022.6954,1015.9,3,4,512.55,70.59,7,31.45,10.22,89.55,7
3384,472970.352,1057.86,3,3,889.21,10.35,10,78.31,14.71,90.93,7
5622,370495.3218,1375.84,3,2,419.82,26.18,10,47.96,3.15,88.15,5
2928,465801.9712,645.31,4,4,554.56,39.0,9,26.36,5.85,90.34,7
3542,255087.7075,561.16,1,5,497.27,35.22,10,1.21,34.8,88.3,6
1101,272444.5384,836.62,2,3,555.84,7.86,8,62.4,32.78,90.35,4
3456,312782.8059,850.91,2,4,517.28,18.04,7,0.2,4.32,89.73,5
1380,278062.661,1438.77,3,4,176.24,24.06,7,3.31,21.36,93.02,6
6988,187417.2256,1313.81,1,3,587.36,47.02,5,45.43,25.64,92.97,5
5509,284876.22,550.0,1,5,786.86,23.5,7,80.22,11.67,99.83,4
4,208725.8216,614.91,2,2,782.71,63.76,8,22.15,15.01,99.9,4
3784,96863.68367,691.66,2,2,41.14,22.34,6,46.06,8.27,89.72,3
2680,187676.757,734.27,3,2,162.63,59.12,4,16.96,20.45,96.05,3
4232,387762.1979,938.79,2,3,1207.74,21.43,6,23.95,20.49,98.0,3
3881,347081.426,550.0,2,3,89.87,11.97,7,76.34,6.22,94.56,6
3044,620383.6814,1233.62,4,4,318.84,9.99,9,7.77,4.66,82.77,8
302,203699.5856,1327.51,2,4,1132.4,15.69,10,16.16,1.34,99.9,6
6010,479347.3542,2014.53,1,3,349.18,31.28,6,82.26,19.95,91.7,5
6037,172176.5119,550.0,1,1,867.01,40.43,5,51.71,34.98,84.17,3
1823,353772.6133,896.92,2,3,403.84,21.45,6,53.3,0.85,90.45,4
4962,169620.8021,963.94,2,1,468.17,24.81,8,49.8,11.99,90.25,5
4148,714639.506,1293.97,3,5,756.53,9.43,4,56.31,2.58,92.03,5
4922,151913.9993,1488.04,3,1,707.73,22.05,7,111.86,15.9,97.59,4
4500,329824.8013,1114.74,1,3,392.83,22.19,5,24.38,1.21,92.41,5
1709,223632.8578,1323.79,2,2,536.97,40.8,6,62.91,11.97,90.5,8
4543,269063.9548,579.71,4,1,319.87,42.23,7,30.25,29.75,88.05,4
4454,215665.2148,1278.89,1,3,754.9,33.99,6,61.85,0.73,86.26,6
5451,280418.7304,1417.48,2,2,617.68,49.7,5,52.3,3.84,89.81,3
5615,291226.6805,746.71,2,3,1044.52,7.06,8,14.67,4.41,95.44,8
5016,287378.1335,912.66,3,4,888.72,13.39,8,50.58,18.85,97.31,7
1085,122312.5598,743.76,1,2,70.48,27.75,8,11.87,21.02,88.97,3
1571,99606.59665,550.0,1,2,571.64,54.01,4,34.95,26.37,94.26,2
4053,158471.7514,1084.17,1,2,719.87,33.1,7,85.57,9.76,91.63,1
5585,95078.5366,550.0,2,3,297.04,20.47,9,60.46,9.02,91.46,4
3073,120926.3367,1035.83,2,1,1.71,29.27,5,34.67,20.19,93.4,1
3585,127009.0827,550.0,3,1,403.9,16.07,7,71.52,27.16,99.9,6
6404,195620.7025,823.43,1,3,723.64,13.51,8,5.04,30.86,96.3,5
3727,279061.4155,1433.13,2,3,273.31,42.44,6,49.66,36.27,86.05,4
903,120404.5924,1105.58,1,3,65.68,57.57,5,10.64,13.27,92.53,3
3959,380038.2127,1617.38,4,2,796.9,6.38,8,50.27,20.1,96.46,8
185,252873.0692,1435.02,1,2,820.63,49.85,4,43.35,0.23,95.63,5
4864,233290.3505,550.0,3,3,947.97,11.06,6,32.93,6.57,88.19,5
6680,108814.7493,808.03,1,2,401.62,31.34,7,47.0,19.64,98.47,4
6667,415443.2647,550.0,4,4,708.54,3.66,9,43.87,3.35,94.42,7
3627,287178.9815,1213.2,5,3,107.47,20.09,10,102.07,5.07,99.9,7
2374,176180.2675,550.0,3,2,239.61,35.65,5,4.34,21.98,98.85,6
1629,375822.6095,1204.28,2,3,327.57,40.12,8,49.44,39.04,91.22,3
4248,397727.5906,988.67,4,4,790.26,29.59,9,96.99,19.07,94.5,6
6276,180913.36,935.63,1,2,459.38,32.05,5,79.18,24.15,99.9,4
3241,192757.0135,906.34,3,1,344.42,33.35,6,80.36,19.6,99.06,8
5232,267071.2183,1151.39,4,3,1200.29,32.37,7,98.41,26.0,92.31,6
932,188994.8131,1034.81,2,3,1047.28,27.22,5,14.56,2.88,92.12,5
6798,568904.4179,1693.37,3,3,627.71,15.14,7,52.19,14.5,87.49,4
5747,438422.9176,1123.61,3,4,236.57,51.99,8,18.47,16.33,91.5,5
3139,235908.2389,1162.7,1,3,749.35,30.6,4,44.31,36.35,99.71,5
1577,410111.4298,870.82,2,4,333.83,61.22,3,16.33,20.31,86.92,2
5214,116731.4427,844.14,2,2,905.87,40.72,6,12.62,19.86,93.85,5
2852,428899.4386,1756.7,1,4,620.18,19.94,10,17.55,33.2,90.68,6
4496,95433.65204,550.0,1,4,615.37,53.65,8,57.29,47.7,92.17,6
2476,190524.11,864.67,4,2,893.85,50.87,6,40.38,18.33,99.9,4
1186,107694.0092,790.99,2,2,923.93,23.69,4,67.83,40.17,90.29,3
5316,571349.124,553.7,4,5,665.91,1.15,8,17.47,17.55,94.91,5
6837,97214.25526,550.0,1,3,380.44,55.26,5,0.37,11.4,91.82,4
373,431806.1057,1036.74,3,5,281.27,36.4,9,9.12,10.75,96.11,4
2185,448149.3355,1436.09,3,4,587.68,29.05,8,5.69,8.44,90.56,7
5341,235906.2019,917.46,1,3,67.71,40.24,6,25.57,42.12,86.85,3
1567,86238.83042,550.0,1,2,65.14,37.18,4,46.18,13.68,88.29,2
6168,158408.4042,800.9,2,2,165.31,27.05,5,85.34,21.72,99.9,3
1001,108849.7826,764.24,1,2,664.94,21.28,8,4.06,12.9,99.9,4
2752,386724.8723,1084.97,4,2,730.03,58.38,6,61.15,26.1,94.97,6
5408,196806.3385,634.46,2,4,794.6,6.34,4,104.53,2.06,84.09,2
3629,190496.3225,1031.39,2,3,985.75,14.48,8,62.16,2.9,96.26,3
1619,293437.225,550.0,3,5,852.7,42.0,7,30.05,6.89,95.44,7
1519,115916.9002,794.53,2,1,510.42,6.72,7,22.19,33.23,92.87,5
4290,288038.3703,1196.5,3,3,181.86,34.28,9,10.36,8.77,94.36,10
6077,254564.3918,849.76,2,3,537.36,19.68,7,9.32,3.82,86.86,5
4283,227843.7879,953.78,2,2,360.56,26.11,5,8.04,28.72,91.76,3
6315,685133.8945,1371.3,4,4,669.83,15.07,9,32.74,5.14,95.43,4
632,431107.0448,723.29,3,3,569.25,34.91,6,9.74,18.55,93.9,9
690,192662.9644,1134.14,3,2,610.98,44.48,4,7.18,32.0,99.28,4
5336,412440.005,1617.38,1,2,499.12,77.41,3,17.79,8.47,91.88,4
6657,268007.5101,784.56,2,4,1061.5,3.64,9,2.66,5.48,97.77,8
927,323789.908,553.44,2,4,886.46,26.45,8,85.24,10.5,96.36,1
3535,202492.5214,1604.68,1,3,336.98,37.45,7,88.13,13.4,94.47,6
6868,328638.7142,731.86,4,4,638.65,30.48,6,33.48,0.7,91.34,4
1575,329648.5927,1048.47,2,2,1122.05,22.77,9,44.04,5.12,97.68,7
4618,224321.015,917.84,1,3,958.22,41.45,7,13.76,18.57,99.9,2
5519,115439.3901,550.0,2,2,450.64,37.57,9,50.07,4.96,94.08,5
6005,402047.1652,1054.97,2,3,256.4,23.56,7,12.75,23.54,92.9,7
2176,419842.9604,2270.33,1,3,866.26,18.49,10,7.83,6.06,91.06,8
91,138399.473,550.0,1,3,1007.36,42.32,6,1.42,12.24,93.81,2
2020,590336.7802,1287.27,3,4,964.39,34.85,7,28.68,27.13,99.9,4
4704,215155.1638,1795.33,1,2,644.33,55.56,7,79.78,33.87,92.93,5
241,156581.1599,720.82,2,2,875.02,33.01,6,64.39,18.36,92.89,5
5842,203620.63,1112.78,1,3,716.84,16.22,6,32.97,20.37,94.56,5
3447,294636.4247,1101.3,2,2,224.69,12.71,6,26.64,28.46,92.66,3
6655,436059.7709,1081.25,3,4,861.93,12.81,10,55.59,6.1,92.93,8
54,214544.3699,1108.17,1,3,599.08,34.18,4,41.57,27.91,99.9,5
5917,658491.9519,1528.0,3,4,505.83,17.59,9,58.26,4.84,84.2,6
3791,278669.5552,1207.53,3,3,375.11,52.36,6,79.98,14.35,92.24,8
2044,153387.2665,550.0,2,3,356.71,17.08,6,26.84,24.8,95.58,4
2354,320724.4831,636.72,2,3,600.31,56.71,6,14.92,37.87,89.58,2
3688,163579.3966,561.54,4,2,573.31,56.63,7,125.84,33.07,97.38,6
3418,154249.565,652.25,1,3,683.35,36.47,7,17.09,39.98,86.21,4
4663,230285.191,1314.72,1,4,424.09,69.8,8,12.22,20.94,99.9,5
6895,538563.3249,783.16,4,3,902.49,38.33,7,36.15,31.26,93.83,6
2268,313416.7277,1406.94,2,3,1166.61,46.11,8,41.97,31.71,89.92,5
2431,146256.3008,631.07,1,1,639.68,37.98,5,45.25,19.03,91.87,2
4275,476443.3303,1692.33,4,2,812.38,55.26,9,20.98,4.59,97.43,6
3387,438969.2377,758.96,1,3,241.79,11.55,7,71.17,15.55,90.36,6
905,314726.1984,1251.41,3,2,108.84,33.2,7,91.42,21.07,99.9,6
1528,141089.2376,550.0,2,3,89.67,44.39,4,43.52,6.08,93.45,1
27,197581.5547,708.19,1,3,139.15,5.39,9,28.68,16.1,91.08,4
6047,608346.9181,1346.71,3,3,560.78,11.32,10,65.61,16.84,91.83,6
2785,234979.2686,1581.77,2,3,847.84,22.96,9,38.8,19.05,96.94,7
2737,334113.5332,550.0,2,3,339.7,5.16,8,3.79,9.4,92.72,8
989,423092.3785,1379.65,2,5,898.24,26.94,9,35.89,14.52,90.27,6
1761,211893.0017,1368.31,1,3,353.26,23.94,7,4.41,14.93,96.27,7
5160,132976.4748,962.64,1,2,204.86,52.53,8,25.58,23.94,99.9,1
3404,274713.7644,1122.76,1,1,325.05,51.18,5,39.52,47.07,95.21,1
633,226594.365,1318.79,1,3,404.84,11.63,7,18.18,3.59,99.9,5
1112,98235.07669,1033.23,1,2,488.34,78.47,4,30.72,34.02,85.6,1
535,256709.7659,1056.18,3,4,439.76,54.6,9,78.53,13.4,91.38,4
1407,237871.3158,1553.08,1,3,90.12,18.7,4,30.81,37.79,91.21,4
5629,126372.039,882.35,3,2,663.78,38.72,6,90.68,16.03,91.56,3
317,108490.1181,550.0,2,1,464.48,17.37,6,58.57,9.18,96.32,2
4906,221530.8266,1014.76,1,1,594.49,32.66,9,26.06,21.16,89.17,4
3426,709042.0325,1843.76,2,3,378.68,23.49,8,42.5,6.34,91.78,8
622,111529.805,1262.83,1,2,708.0,46.48,5,86.7,21.21,92.59,5
679,267189.6762,1676.08,2,2,800.64,15.08,10,1.45,0.51,94.56,7
2654,114524.9105,550.0,1,2,26.76,20.67,6,64.53,33.09,98.16,2
4164,315696.835,1015.91,3,2,158.02,53.96,6,47.25,13.39,94.24,5
6691,401065.9409,765.63,2,3,491.0,47.8,6,61.86,20.33,99.9,6
5893,170579.0863,1140.53,1,4,314.26,47.3,6,77.73,12.32,85.28,4
2585,125222.8788,550.0,2,1,720.12,46.22,3,11.78,7.91,84.62,3
5355,134865.951,550.0,3,3,932.59,51.75,7,67.23,3.67,88.77,3
3088,182808.4471,615.46,1,3,609.89,49.67,7,87.61,31.83,93.5,4
4853,474283.5348,1613.99,3,4,655.87,18.35,8,76.51,7.46,99.9,10
6410,167505.027,550.0,2,1,358.44,33.05,3,82.54,37.2,89.04,1
5439,106525.0623,550.0,1,3,466.41,10.11,7,23.36,33.09,91.45,4
4627,417029.354,1141.4,2,3,1145.94,4.85,7,74.46,21.93,90.42,6
103,283619.0625,1761.22,1,3,1100.2,8.96,9,44.13,7.79,94.47,7
2416,271846.2022,621.77,2,3,414.8,63.54,5,81.6,33.91,88.38,4
5248,122075.175,883.97,1,2,27.73,7.66,7,56.24,25.46,88.03,2
3422,282404.5476,1156.97,2,4,479.93,18.81,7,95.71,27.87,90.25,3
156,219115.0432,946.99,1,3,507.04,72.72,8,1.59,16.94,93.96,5
5775,177964.3186,550.0,3,3,555.7,31.91,3,85.06,24.63,88.17,6
1483,337587.7422,933.75,2,4,918.93,33.12,10,50.43,5.23,94.39,7
3511,164139.0562,1006.78,1,2,585.0,9.14,3,1.5,11.13,85.72,2
5206,359337.9394,1540.63,2,4,139.27,7.57,9,47.18,11.74,94.81,7
4467,100174.4082,1029.9,2,1,1071.09,34.01,5,27.01,25.25,89.98,4
3820,185347.049,1291.71,1,3,197.32,44.88,5,60.68,25.03,85.38,6
1583,478380.1245,1220.62,3,2,634.88,55.9,6,70.15,1.98,91.75,4
988,118378.6969,1002.74,2,1,81.65,43.42,6,87.01,29.88,99.9,3
4870,182897.1964,937.32,1,3,237.97,5.04,7,70.27,16.59,95.35,3
5045,187448.5882,875.26,2,2,557.67,16.5,7,65.41,4.36,96.5,3
86,462244.0767,1391.17,1,4,494.7,40.47,6,33.02,4.93,99.9,5
2806,126350.2557,550.0,1,2,540.45,21.68,4,66.46,42.24,89.74,2
2636,223958.261,550.0,2,3,310.37,33.49,5,49.59,18.33,99.9,3
46,340473.0578,979.4,1,4,651.09,76.65,7,24.69,16.67,93.44,6
3235,281207.9236,1037.71,1,4,395.12,26.89,8,8.52,34.18,95.86,4
1693,728981.4251,1484.11,4,5,669.33,3.52,10,14.49,10.44,99.9,9
1349,136062.8211,550.0,2,3,351.87,30.77,7,46.36,14.88,95.79,3
3003,485823.7032,1214.26,2,3,608.01,13.04,7,29.49,2.39,87.96,5
888,118774.584,667.55,2,1,635.72,34.58,6,18.54,21.24,97.1,5
6947,265015.4048,1184.13,3,2,569.38,20.35,9,24.52,5.09,86.31,5
2908,135470.4414,550.0,1,3,172.4,18.49,8,38.54,9.04,96.97,3
5900,115019.541,869.73,1,2,211.54,31.82,6,59.5,3.23,96.01,4
2339,476841.0151,1300.92,2,2,604.27,69.29,5,21.26,5.97,88.84,6
48,315305.8611,1298.5,2,3,307.21,22.51,6,33.31,6.76,95.91,5
6218,115156.9002,550.0,2,2,851.91,16.6,4,70.21,35.49,89.99,3
5902,421524.3866,550.0,4,4,1088.51,29.77,7,52.74,14.78,93.71,5
2304,592175.603,1535.36,3,4,331.35,19.7,9,41.53,14.79,97.79,7
2550,201083.057,920.33,1,4,1027.77,42.05,8,31.85,49.89,88.62,1
2061,123962.704,654.74,2,1,129.03,32.25,4,92.29,11.27,87.29,2
5535,152308.4204,874.53,1,3,381.24,40.79,6,82.95,22.35,96.08,4
6951,384034.3736,1660.73,2,2,304.76,12.55,9,26.25,30.23,96.54,4
308,723129.0195,1258.04,4,4,590.21,40.66,8,17.65,30.54,88.71,8
5985,298431.5825,959.9,2,4,634.34,17.56,10,48.44,15.64,94.52,5
3156,547127.7194,940.83,3,4,537.0,28.29,7,90.2,32.42,92.31,4
3803,143531.0914,550.0,4,2,421.86,19.4,6,30.23,8.29,94.38,5
3483,268929.6573,965.59,4,2,721.2,47.1,9,9.17,20.61,86.92,4
4930,138310.3571,873.35,1,2,422.64,51.86,4,54.69,28.58,99.9,2
3984,139960.6686,829.94,1,2,759.17,27.17,7,25.36,4.59,98.26,6
6116,358367.7787,1778.96,2,3,205.22,27.53,4,60.25,17.93,92.72,3
6294,238569.6214,965.44,3,2,602.92,43.53,4,70.65,43.15,90.07,2
5719,349262.1615,1688.17,1,4,946.4,34.22,6,48.83,20.73,93.69,5
6371,261380.4163,1376.46,2,1,620.53,43.32,6,39.55,32.62,88.42,4
2192,149113.8024,731.56,1,3,1104.37,13.16,7,30.99,49.6,94.38,3
1894,341871.6704,1095.56,1,4,555.43,61.97,10,38.2,11.87,99.9,4
4448,206841.4109,550.0,2,4,260.87,32.95,6,0.11,8.0,92.97,3
5714,289653.3039,1202.42,2,2,822.98,21.15,10,50.4,15.31,90.92,5
2977,307138.8735,1005.4,3,2,382.25,2.75,5,90.73,3.22,86.84,4
4051,110779.6411,550.0,1,3,364.47,28.31,5,91.72,14.36,91.44,4
4304,337227.3439,1273.93,3,4,765.68,47.48,7,7.22,10.56,99.9,5
3582,261047.3999,550.0,2,4,782.01,28.96,6,61.33,13.88,99.9,5
2077,262745.4824,793.69,2,3,446.42,34.47,10,47.08,5.14,94.54,7
719,557907.882,1366.15,2,4,684.88,46.53,6,16.6,22.81,95.46,6
3914,436583.3912,763.08,5,4,259.31,53.7,8,19.38,6.97,87.76,5
5739,238883.7761,1554.26,2,1,294.83,58.82,5,80.36,14.25,90.64,4
3828,350743.6955,1413.16,2,3,554.43,9.33,7,31.43,2.65,89.75,6
1185,243841.9274,614.09,1,4,522.41,50.68,4,30.04,7.57,88.72,6
5792,382986.1356,1487.75,2,3,298.14,52.23,5,21.73,19.61,99.9,5
5679,418385.4546,1501.57,2,3,676.33,14.76,8,0.01,11.83,90.66,9
3601,455430.4253,1357.84,1,3,784.37,47.18,7,4.97,19.04,96.29,8
6017,212176.5091,747.71,3,3,499.61,4.35,8,128.85,8.86,93.02,6
1653,125330.8811,1000.46,1,2,354.08,37.13,8,18.18,26.4,99.9,7
3121,340659.8218,1190.85,2,2,1137.73,30.75,7,111.7,22.38,90.98,6
4168,502261.871,1801.97,2,3,816.78,28.16,7,42.65,8.29,90.67,5
6830,244642.5188,834.23,3,3,551.58,19.97,7,64.65,19.2,82.62,3
693,183190.785,1155.22,1,2,484.34,25.07,7,39.91,6.17,89.42,5
2120,230932.7864,735.26,1,3,418.56,49.61,5,59.51,23.78,99.16,4
4386,240209.1375,550.0,2,3,203.4,39.48,7,60.06,30.05,99.9,5
951,316473.2471,936.15,2,3,239.11,42.81,5,83.9,22.6,94.01,5
3481,223038.8672,1028.47,1,2,481.75,4.78,9,27.26,11.69,93.88,5
5465,339842.077,550.0,3,5,75.42,22.53,10,56.14,34.72,93.29,5
2007,321069.5453,1351.18,2,3,477.29,15.57,10,38.05,16.75,88.04,5
4055,436602.8189,1440.35,3,3,326.94,37.32,7,54.7,22.3,98.79,6
2275,742617.9442,1725.08,4,4,1058.41,4.47,8,24.07,7.61,91.31,9
3499,248291.5764,978.14,2,4,909.83,14.87,2,24.74,7.71,99.9,5
3450,254573.7199,945.15,1,1,91.03,7.76,7,31.22,28.58,99.02,8
1090,362669.4953,861.09,2,3,259.3,32.52,7,27.87,16.96,87.79,5
1960,278170.9111,1334.59,2,3,494.99,32.99,5,67.87,26.08,86.65,6
3748,219383.0633,693.41,1,4,618.25,45.84,6,21.48,25.06,98.99,6
5673,137599.9971,550.0,1,4,786.11,52.07,8,13.61,14.76,86.81,3
1200,295492.6005,1589.14,2,3,59.83,78.42,8,35.79,0.11,99.9,7
6169,380946.9295,1088.9,2,3,773.6,35.46,5,6.31,22.58,88.79,8
2511,109834.0198,834.66,1,2,422.04,31.59,7,86.36,12.31,99.9,6
6463,297282.1405,828.24,4,2,552.66,23.73,6,73.67,11.49,99.35,3
