,IsLuxury,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,RenovationQualityRate
279,0,550.0,1,4,258.23,21.5,6,64.94,21.91,94.33,6
5922,0,550.0,1,3,174.71,28.92,5,77.36,26.02,91.29,2
3198,1,1331.4,1,4,554.89,8.65,6,81.42,1.28,98.69,7
3436,1,550.0,1,3,186.01,10.85,7,26.84,5.33,97.8,6
3098,0,1571.91,1,2,151.85,17.47,5,80.12,8.04,93.43,5
6684,1,550.0,1,3,319.65,8.59,8,3.36,14.24,97.18,5
3686,1,1928.68,2,3,301.85,22.35,8,57.05,19.88,99.9,7
2157,0,1396.49,1,3,1043.53,29.86,8,10.68,30.15,96.6,3
3272,0,693.51,1,3,122.93,35.38,5,112.63,11.79,88.96,2
1040,1,1015.29,1,5,1044.76,2.74,10,28.84,11.16,92.58,5
729,1,1806.23,3,1,898.98,22.15,8,35.91,10.91,95.56,8
4172,0,759.25,2,4,814.23,61.26,5,37.33,32.03,99.9,5
4263,1,1120.47,3,4,98.32,25.07,6,7.89,6.38,94.42,6
4977,0,1091.18,1,2,607.0,43.88,6,105.06,28.52,98.7,5
6095,1,1054.36,3,4,187.51,61.83,8,27.29,0.34,91.23,6
2402,0,550.0,2,1,579.7,17.15,6,47.01,11.84,87.58,5
568,1,934.62,3,3,383.98,23.99,10,41.69,32.8,91.7,6
679,0,1676.08,2,2,800.64,15.08,10,1.45,0.51,94.56,7
4865,0,782.82,1,4,741.57,18.11,7,74.09,18.7,92.02,6
1467,1,1029.83,2,4,393.99,49.11,7,46.67,17.87,92.3,4
4321,1,1018.91,2,4,154.35,60.65,4,95.59,35.1,96.77,3
4887,0,852.09,1,3,254.81,50.24,5,38.82,21.31,89.17,3
238,0,830.87,1,3,548.86,34.28,8,50.18,26.37,96.39,7
6496,1,935.16,2,4,462.56,24.47,10,116.64,2.44,88.24,4
2813,1,1083.43,4,4,514.85,36.18,6,20.74,12.59,91.29,6
6713,0,1793.09,3,2,590.12,21.67,8,76.82,19.66,92.89,5
3474,1,1245.36,1,4,727.46,48.94,8,33.55,19.67,99.9,4
4699,1,1519.89,3,3,848.64,20.01,7,58.39,16.04,93.53,5
4107,0,1060.93,2,3,360.62,50.43,9,0.85,4.06,99.32,6
5985,1,959.9,2,4,634.34,17.56,10,48.44,15.64,94.52,5
1058,0,1348.31,1,2,1012.37,10.57,6,74.04,17.16,85.52,3
796,1,550.0,3,3,1023.45,3.96,8,62.71,14.45,87.38,7
4545,0,550.0,1,3,404.19,45.38,3,49.09,15.7,92.05,4
6321,1,1423.13,3,4,1042.69,1.31,10,10.45,4.72,94.22,6
2391,0,1231.75,3,1,471.26,32.8,3,105.9,19.48,84.57,7
4714,0,550.0,1,5,551.48,20.52,6,46.07,22.28,95.35,1
1160,0,1656.84,2,3,433.85,58.15,7,74.15,14.67,98.81,6
6939,1,1078.94,2,3,673.01,28.85,8,62.78,28.5,88.72,5
1109,1,753.57,2,5,111.24,9.15,10,111.44,35.04,99.75,5
2921,0,1941.44,2,4,28.23,39.35,7,3.18,6.73,98.42,3
1457,1,1648.71,3,2,817.04,50.29,7,13.37,10.32,84.28,8
4558,1,550.0,2,4,1018.14,17.88,7,7.94,13.92,96.73,7
913,1,730.35,4,2,414.12,24.48,9,41.57,15.76,97.02,9
1403,0,550.32,2,1,833.79,29.54,3,24.09,9.6,99.9,2
6696,0,550.0,2,2,405.5,48.67,8,29.18,28.92,89.8,8
2709,1,1420.97,3,3,888.93,47.68,9,28.61,9.92,89.75,10
140,0,690.15,2,3,215.54,7.89,5,54.57,29.26,89.36,1
2821,0,898.42,3,2,753.79,30.12,5,56.46,14.5,93.59,5
2,0,774.63,2,1,1114.67,49.1,8,22.59,8.74,99.9,6
5868,0,984.81,3,1,235.71,26.63,6,64.0,9.93,87.05,5
2864,0,554.35,1,3,198.32,31.51,7,80.3,8.17,85.1,4
6083,1,1511.89,4,3,361.83,20.86,8,16.69,12.15,93.86,6
3998,1,948.98,3,4,689.82,27.86,5,29.14,14.91,81.71,5
846,1,671.38,1,5,504.15,17.83,7,35.76,1.22,89.65,6
6688,1,550.0,1,6,792.92,3.64,9,66.89,20.6,89.34,4
6326,1,1376.82,1,4,636.25,44.6,8,43.07,33.36,86.75,6
1636,0,807.07,3,2,776.91,63.34,5,37.86,27.42,90.44,4
2458,0,550.0,3,3,762.56,41.02,7,104.51,43.62,88.6,1
3304,1,1745.5,3,4,140.84,23.53,10,33.1,12.77,97.36,8
709,1,1476.09,3,3,353.2,35.18,9,102.72,10.09,98.86,5
766,1,1054.45,1,4,571.38,43.91,9,93.43,2.13,99.9,7
6657,0,784.56,2,4,1061.5,3.64,9,2.66,5.48,97.77,8
6747,1,1249.13,4,5,441.69,36.24,8,39.16,1.33,89.8,7
4515,0,732.98,2,3,646.2,24.02,3,67.49,32.34,91.8,1
4300,0,973.81,1,3,615.27,25.84,3,95.66,16.67,86.14,5
1508,0,1311.71,3,3,76.43,41.24,3,55.07,17.34,82.0,3
4116,1,1033.26,3,2,466.89,21.06,5,45.72,9.6,89.41,5
628,1,1109.14,2,3,358.51,51.45,8,50.34,52.61,92.33,5
250,1,1016.49,2,3,499.0,17.68,9,68.21,16.87,95.96,7
2169,1,1579.61,4,2,700.44,39.09,6,15.87,9.46,98.55,7
5026,1,1968.15,3,4,457.57,3.32,10,37.7,29.38,94.78,8
4313,1,1185.62,3,4,464.79,1.92,7,45.66,6.46,99.9,9
5686,1,1792.24,2,4,509.35,23.96,10,42.4,3.42,80.58,4
3312,0,577.32,1,3,300.27,29.07,6,48.38,35.42,94.63,2
2152,0,819.25,1,4,433.41,28.49,8,9.19,12.34,90.43,6
3260,1,1758.29,2,2,244.15,22.51,5,35.71,24.88,96.75,7
92,0,1195.55,1,3,445.23,29.9,5,76.24,27.14,94.45,3
2358,1,1033.09,2,2,127.95,2.94,4,16.02,0.04,83.58,3
5059,1,1016.68,3,3,1288.22,29.23,5,58.44,11.7,88.88,5
4585,0,905.01,2,3,937.71,42.12,5,81.71,3.38,99.75,5
4836,0,550.0,1,1,479.64,56.61,6,40.38,20.65,90.28,4
2647,1,849.96,2,3,504.5,46.83,8,13.43,23.31,95.97,5
3409,0,698.31,2,2,98.81,44.86,6,73.66,26.45,99.65,3
2122,1,1010.29,3,3,172.3,32.07,6,26.92,12.07,99.9,6
6015,0,550.0,3,2,382.59,25.47,8,115.79,24.57,93.9,3
1396,0,550.0,2,2,405.75,48.02,6,12.9,19.32,98.28,5
906,1,1443.32,1,4,427.78,20.09,8,1.03,17.88,92.0,5
561,1,635.71,1,5,212.83,44.46,9,109.18,36.72,90.99,7
1652,0,550.0,2,3,93.26,7.27,6,3.29,6.35,99.9,3
6640,0,1459.44,1,4,807.54,23.28,6,23.63,14.21,89.43,5
881,0,1875.44,4,5,663.72,15.84,10,72.2,0.48,83.42,8
4175,0,563.33,1,3,268.21,6.64,9,35.55,7.76,96.47,5
3528,0,550.0,2,2,546.45,27.57,5,45.95,17.76,99.1,3
2339,1,1300.92,2,2,604.27,69.29,5,21.26,5.97,88.84,6
5219,1,1415.04,2,4,644.83,59.21,6,92.49,19.87,95.99,8
5218,0,550.0,3,2,766.08,28.19,5,103.67,34.18,89.49,7
4257,1,1050.81,2,3,864.6,47.92,10,0.17,19.29,89.6,5
2747,0,550.0,3,3,402.61,63.25,5,119.05,37.86,93.91,4
6546,1,1173.08,1,2,796.16,8.1,4,11.68,13.8,99.9,6
5754,0,566.9,3,3,871.89,80.58,6,10.08,2.83,91.08,4
6414,1,550.0,2,5,761.44,34.19,8,3.49,11.6,96.87,3
2597,0,1648.57,1,1,731.02,13.05,7,19.15,15.39,92.84,7
594,0,737.43,1,3,564.54,47.35,8,74.01,12.82,98.03,4
2113,1,1840.83,2,4,409.58,20.31,10,87.57,3.47,93.1,6
998,0,1215.45,2,3,784.93,13.16,8,95.88,5.02,91.98,4
4183,1,1267.34,2,4,487.7,13.3,7,44.7,4.33,92.73,7
1135,1,1308.37,2,5,422.95,3.25,9,66.67,18.92,86.32,7
6908,1,1758.77,5,4,808.22,51.13,7,39.84,5.43,99.9,7
5083,1,1463.04,4,3,33.64,34.74,5,31.27,11.23,97.07,7
6076,0,923.3,1,2,801.72,30.9,3,52.67,48.28,93.07,2
4119,1,550.0,2,4,50.69,14.85,9,13.49,19.44,97.68,8
1333,0,1280.56,1,2,672.56,47.69,4,91.08,9.84,86.83,3
1468,1,1562.16,2,4,732.51,29.29,6,92.86,12.84,92.6,6
4827,0,952.63,3,4,417.99,26.62,7,6.15,2.2,92.29,4
3199,1,1214.53,3,2,1114.58,37.46,8,76.84,16.63,99.36,8
3414,1,808.5,2,3,130.41,30.98,7,63.87,19.49,92.23,8
1585,1,1565.15,1,4,647.98,25.19,10,43.21,14.96,95.46,7
4975,0,792.58,2,2,669.85,42.24,6,9.86,17.6,88.17,5
470,0,1636.48,1,2,284.29,62.06,5,8.38,7.52,95.02,6
6214,1,550.0,2,4,755.2,20.61,7,13.46,0.46,91.51,5
2052,0,838.77,2,4,292.08,7.86,6,129.62,29.37,98.13,7
3891,0,979.48,1,3,224.8,23.15,9,42.91,20.29,93.25,5
2735,1,1619.5,4,4,362.7,27.31,10,40.47,8.74,99.9,10
3906,0,1066.26,2,4,839.44,52.4,10,4.55,13.37,99.9,7
218,0,1034.3,1,3,193.7,21.15,9,24.45,1.56,98.29,5
5126,0,550.0,1,2,383.09,21.53,4,60.41,10.2,96.3,3
2591,0,862.32,4,1,224.59,0.17,6,13.28,38.71,94.91,3
2121,1,990.49,1,4,7.88,31.15,5,30.04,5.1,90.19,5
293,0,694.97,2,3,489.78,66.84,6,48.91,21.78,87.59,2
5761,1,1274.67,2,3,405.73,20.36,7,11.31,15.99,92.43,2
3497,1,1029.78,2,4,344.32,5.79,8,59.03,8.89,89.6,7
3215,0,550.0,2,2,707.67,31.62,7,44.07,7.93,95.83,7
1486,0,838.47,1,2,219.28,55.18,5,58.02,17.35,90.83,2
805,0,1333.9,3,4,978.39,47.77,6,55.63,0.8,93.36,6
2435,0,550.0,1,3,251.84,50.61,6,60.57,9.75,92.34,4
3972,1,1421.49,3,4,1145.54,5.94,10,62.74,3.17,92.67,6
4818,1,1772.17,2,3,479.68,21.26,7,72.16,4.99,87.52,6
5677,0,550.0,1,4,499.04,68.61,7,31.79,22.87,86.13,5
6687,0,659.08,4,4,765.5,16.99,10,84.6,27.11,96.09,9
6767,0,825.43,1,2,452.41,80.57,7,97.62,11.27,87.45,5
479,1,1082.65,3,3,792.37,61.83,7,21.04,1.78,95.36,6
2363,1,1634.15,3,2,345.16,22.1,7,24.2,29.34,95.23,7
905,1,1251.41,3,2,108.84,33.2,7,91.42,21.07,99.9,6
1539,1,550.0,3,5,862.8,28.86,9,68.23,1.65,92.26,7
4697,0,550.0,4,3,26.09,18.53,7,4.82,31.67,99.9,3
4991,0,1069.19,2,3,397.15,1.27,8,26.75,20.25,94.8,6
2095,0,1396.28,1,3,178.94,50.85,9,65.71,26.49,90.96,5
6983,1,1275.98,3,3,299.18,41.23,7,42.59,21.8,90.86,6
2353,0,550.0,3,3,626.23,9.3,4,49.72,26.54,94.21,1
3832,0,1450.45,3,2,624.96,16.79,4,100.82,36.98,96.25,2
4842,0,550.0,1,2,579.54,36.55,4,67.91,27.26,90.61,4
6007,0,550.0,2,3,143.24,27.82,6,47.5,30.97,90.53,5
2207,0,815.38,2,2,640.17,19.55,4,83.49,0.16,91.97,4
6977,1,933.99,1,4,249.17,14.32,7,29.55,15.38,90.38,4
3984,0,829.94,1,2,759.17,27.17,7,25.36,4.59,98.26,6
5802,0,952.05,3,3,986.01,23.79,5,57.24,44.39,82.06,4
6348,0,1127.92,3,2,586.47,28.67,7,4.5,45.03,92.94,7
471,0,550.0,1,3,397.94,10.59,6,19.21,20.16,99.9,2
6429,0,670.81,2,3,777.24,46.45,4,5.82,19.03,90.0,2
2922,1,985.05,2,3,724.3,59.09,6,40.17,16.39,95.04,6
1186,1,790.99,2,2,923.93,23.69,4,67.83,40.17,90.29,3
5038,0,1145.91,3,3,561.14,23.37,6,89.58,34.89,94.33,8
450,1,606.37,3,3,545.39,42.28,9,27.27,11.33,88.85,7
6495,0,690.56,1,1,521.09,57.03,6,9.12,33.15,88.82,5
549,1,872.78,2,3,351.0,29.3,7,25.18,0.53,85.19,4
2867,1,1591.04,3,3,437.0,33.29,9,59.34,4.36,88.13,7
5870,1,1058.63,3,4,595.41,36.07,9,47.33,11.31,91.67,5
5600,1,936.49,2,2,379.33,56.26,7,46.35,22.26,99.9,7
3809,0,550.0,1,4,457.3,45.4,9,8.61,0.83,97.52,4
1870,1,550.0,3,3,431.09,8.16,8,109.32,17.29,99.9,4
4678,1,1325.14,1,4,176.86,51.31,7,5.75,2.39,86.76,7
2346,0,1352.46,2,2,298.55,45.73,7,69.87,19.97,99.18,6
